1,26.58881974,354889,68905,61.98769817
0,23.58543057,156883,31509,26.93483079
2,49.36025431,300371,139853,12.28152004
1,42.44002211,275237,13654,88.35022994
0,48.3827205,214195,7778,56.9272867
1,24.23552081,324295,93815,89.62125261
0,42.55841745,54062,97127,9.80172511
2,27.64371795,231846,145688,21.12106761
0,37.39671981,75677,28713,13.11487591
2,44.75298339,289995,11379,12.51098073
2,45.21347258,213671,131681,19.58132898
0,36.67022678,82231,96575,46.47661463
0,26.15988886,20686,88493,74.23921864
1,25.08835922,183992,95310,89.89148984
0,37.24141035,127319,3085,65.78979286
1,26.53903742,394760,104093,46.16157748
1,23.43747508,292995,187940,78.4804313
